Fecha,Ocupacion,Ingresos_Hab,Costos_Hab,Ingresos_AB,Costos_AB,Ingresos_Others,Costos_Others,Costos_Fijos
2024-01-01,0.8996714153011233,26990.142459033697,6747.535614758424,8097.042737710109,5263.077779511571,1597.9909127171077,798.9954563585538,5000
2024-01-02,0.8361735698828815,25085.207096486447,6271.301774121612,7525.562128945934,4891.6153838148575,1397.987726295555,698.9938631477775,5000
2024-01-03,0.8265846625276664,24797.539875829993,6199.384968957498,7439.261962748998,4835.520275786848,587.1254182522991,293.56270912614957,5000
2024-01-04,0.826586304305082,24797.58912915246,6199.397282288115,7439.276738745738,4835.52988018473,1799.2642186624028,899.6321093312014,5000
2024-01-05,1.0,30000.0,7500.0,9000.0,5850.0,530.8767414437036,265.4383707218518,5000
2024-01-06,0.4767434729152909,14302.304187458727,3575.5760468646818,4290.691256237618,2788.949316554452,1954.8647782429914,977.4323891214957,5000
2024-01-07,0.3530525614065048,10591.576842195145,2647.8942105487863,3177.4730526585436,2065.357484228053,772.7374508106509,386.36872540532545,5000
2024-01-08,0.9042560043585964,27127.680130757893,6781.920032689473,8138.304039227368,5289.89762549779,775.1067647801508,387.5533823900754,5000
2024-01-09,0.8741962271566034,26225.8868146981,6556.471703674525,7867.76604440943,5114.04792886613,1147.9175279631736,573.9587639815868,5000
2024-01-10,0.6586719755342202,19760.159266026603,4940.039816506651,5928.047779807981,3853.2310568751877,936.8437102970629,468.42185514853145,5000
2024-01-11,0.7487168879665576,22461.50663899673,5615.376659749182,6738.451991699018,4379.993794604362,938.2169728028273,469.10848640141364,5000
2024-01-12,0.8814247332595274,26442.74199778582,6610.685499446455,7932.8225993357455,5156.334689568234,1049.5427649405376,524.7713824702688,5000
2024-01-13,0.5465648768921554,16396.94630676466,4099.236576691165,4919.083892029398,3197.404529819109,799.5106732375395,399.7553366187698,5000
2024-01-14,0.3774223699513465,11322.671098540393,2830.6677746350983,3396.801329562118,2207.9208642153767,1271.3516576204174,635.6758288102087,5000
2024-01-15,0.7955617275474817,23866.85182642445,5966.712956606112,7160.055547927334,4654.036106152767,1411.3172778521575,705.6586389260788,5000
2024-01-16,0.8610922589709866,25832.7677691296,6458.1919422824,7749.83033073888,5037.3897149802715,755.7861855309372,377.8930927654686,5000
2024-01-17,0.7899361310081194,23698.08393024358,5924.520982560895,7109.425179073074,4621.126366397499,1526.3495397682354,763.1747698841177,5000
2024-01-18,0.8208306250206723,24624.918750620167,6156.229687655042,7387.47562518605,4801.859156370932,1160.228740609402,580.114370304701,5000
2024-01-19,0.8486502775262066,25459.5083257862,6364.87708144655,7637.852497735859,4964.604123528308,551.5827816728277,275.7913908364138,5000
2024-01-20,0.3,9000.0,2250.0,2700.0,1755.0,1863.9806031181731,931.9903015590866,5000
2024-01-21,0.48225449121031894,14467.634736309568,3616.908684077392,4340.29042089287,2821.1887735803657,967.5666141341164,483.7833070670582,5000
2024-01-22,0.7279156350028977,21837.46905008693,5459.367262521732,6551.240715026079,4258.306464766952,1280.1020317667162,640.0510158833581,5000
2024-01-23,0.7171813951101569,21515.441853304706,5378.860463326177,6454.632555991412,4195.511161394418,1954.3769416468378,977.1884708234189,5000
2024-01-24,0.8696861235869123,26090.58370760737,6522.645926901842,7827.175112282211,5087.663822983437,1662.6992350416717,831.3496175208359,5000
2024-01-25,0.923846657999541,27715.39973998623,6928.849934996558,8314.619921995869,5404.502949297315,632.7387530778792,316.3693765389396,5000
2024-01-26,0.8671368281189971,26014.104843569912,6503.526210892478,7804.231453070974,5072.750444496133,793.9742936287178,396.9871468143589,5000
2024-01-27,0.388435171761176,11653.05515283528,2913.26378820882,3495.916545850584,2272.3457548028796,1083.015934534223,541.5079672671116,5000
2024-01-28,0.36988963044107115,11096.688913232136,2774.172228308034,3329.006673969641,2163.8543380802666,907.0235476608439,453.51177383042193,5000
2024-01-29,0.8039361229040212,24118.083687120634,6029.5209217801585,7235.42510613619,4703.026318988524,921.4017645310712,460.7008822655356,5000
2024-01-30,0.9557122226218916,28671.366678656745,7167.841669664186,8601.410003597022,5590.916502338065,1314.0441247373728,657.0220623686864,5000
2024-01-31,0.8824083969394795,26472.251908184386,6618.062977046096,7941.675572455315,5162.089122095955,611.8259655196563,305.91298275982814,5000
2024-02-01,0.8114917719583683,24344.75315875105,6086.188289687762,7303.425947625315,4747.226865956454,1980.3304049007759,990.1652024503879,5000
2024-02-02,0.7823077999694041,23469.233999082124,5867.308499770531,7040.770199724637,4576.500629821014,508.2831756854036,254.1415878427018,5000
2024-02-03,0.4611676288840868,13835.028866522603,3458.757216630651,4150.508659956781,2697.830628971908,1723.1921426822512,861.5960713411256,5000
2024-02-04,0.5030999522495951,15092.998567487855,3773.249641871964,4527.899570246356,2943.1347206601317,1656.9055200289185,828.4527600144593,5000
2024-02-05,0.9431280119116199,28293.840357348596,7073.460089337149,8488.152107204578,5517.298869682976,611.0669776011356,305.5334888005678,5000
2024-02-06,0.7660782476777361,22982.347430332084,5745.586857583021,6894.704229099625,4481.557748914756,1794.6551388133903,897.3275694066951,5000
2024-02-07,0.8190787624148785,24572.362872446356,6143.090718111589,7371.708861733907,4791.61076012704,1434.947190241337,717.4735951206685,5000
2024-02-08,0.802082576215471,24062.477286464127,6015.619321616032,7218.743185939238,4692.183070860505,966.4734825734934,483.2367412867467,5000
2024-02-09,0.8314341023336183,24943.023070008545,6235.755767502136,7482.906921002563,4863.889498651666,987.7749830401206,493.8874915200603,5000
2024-02-10,0.4812525822394198,14437.577467182595,3609.3943667956487,4331.273240154778,2815.327606100606,1830.8191138644897,915.4095569322449,5000
2024-02-11,0.5356240028570823,16068.72008571247,4017.1800214281175,4820.616025713741,3133.4004167139315,1208.322387742924,604.161193871462,5000
2024-02-12,0.8861636025047634,26584.908075142903,6646.227018785726,7975.472422542871,5184.0570746528665,1641.177572925346,820.588786462673,5000
2024-02-13,0.7854880245394875,23564.640736184625,5891.160184046156,7069.392220855388,4595.104943556003,1341.9157963542443,670.9578981771222,5000
2024-02-14,0.8464173960890048,25392.521882670146,6348.130470667536,7617.756564801043,4951.541767120678,1284.099244072991,642.0496220364955,5000
2024-02-15,1.0,30000.0,7500.0,9000.0,5850.0,1141.3115275378245,570.6557637689123,5000
2024-02-16,0.858704706823817,25761.141204714513,6440.285301178628,7728.342361414354,5023.42253491933,971.5339716144899,485.76698580724496,5000
2024-02-17,0.3700992649534133,11102.977948602398,2775.7444871505995,3330.893384580719,2165.0806999774677,1262.856036747054,631.428018373527,5000
2024-02-18,0.3780328112162488,11340.984336487465,2835.2460841218663,3402.2953009462394,2211.4919456150556,1115.5743845534446,557.7871922767223,5000
2024-02-19,0.8857112571511746,26571.33771453524,6642.83442863381,7971.401314360572,5181.410854334372,1633.326707814573,816.6633539072865,5000
2024-02-20,0.7691506397106812,23074.519191320436,5768.629797830109,6922.355757396131,4499.531242307485,1894.5464785138597,947.2732392569299,5000
2024-02-21,0.7998242956415463,23994.728869246388,5998.682217311597,7198.418660773917,4678.972129503046,1712.1805693466254,856.0902846733127,5000
2024-02-22,0.9415402117702074,28246.206353106223,7061.551588276556,8473.861905931866,5508.010238855713,1705.5081153486717,852.7540576743359,5000
2024-02-23,0.8828751109659684,26486.25332897905,6621.563332244763,7945.875998693715,5164.819399150915,779.8550883290538,389.9275441645269,5000
2024-02-24,0.40970775493480405,12291.23264804412,3072.80816201103,3687.369794413236,2396.7903663686034,1711.1602327460937,855.5801163730468,5000
2024-02-25,0.49686449905328894,14905.934971598668,3726.483742899667,4471.780491479601,2906.6573194617404,1844.1369498852398,922.0684749426199,5000
2024-02-26,0.7797946906122647,23393.84071836794,5848.460179591985,7018.152215510382,4561.798940081749,841.9027438129126,420.9513719064563,5000
2024-02-27,0.8172337853402232,24517.013560206695,6129.253390051674,7355.104068062008,4780.8176442403055,1140.6616829393845,570.3308414696922,5000
2024-02-28,0.8796120277064576,26388.36083119373,6597.090207798433,7916.508249358119,5145.730362082778,510.42819579678604,255.21409789839302,5000
2024-02-29,0.876105527217989,26283.16581653967,6570.791454134917,7884.9497449619,5125.217334225235,1266.1209538663486,633.0604769331743,5000
2024-03-01,0.7084629257949585,21253.887773848757,5313.471943462189,6376.166332154627,4144.508115900508,679.7980510005242,339.8990255002621,5000
2024-03-02,0.35793546772346413,10738.064031703923,2684.516007925981,3221.419209511177,2093.9224861822654,1006.4227571054419,503.21137855272093,5000
